TreeDepth,Offset,Name
0,0xb21550c00080,\\Users\\Patrick\\AppData\\Local\\Microsoft\\Edge\\User Data\\Edge Wallet\\128.18367.18366.1\\Wallet-Checkout\\wallet-drawer.bundle.js.LICENSE.txt.WNCRYT
0,0xb21550c003a0,\\$Directory
0,0xb21550c006c0,\\$Directory
0,0xb21550c00e90,\\Windows\\System32\\catroot2\\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\\catdb
0,0xb21550c017f0,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-SMBServer%4Audit.evtx
0,0xb21550c01980,\\Windows\\System32\\provsvc.dll
0,0xb21550c01e30,\\Windows\\System32\\sru\\SRUDB.jfm
0,0xb21550c022e0,\\Windows\\System32\\txflog.dll
0,0xb21550c02470,\\Windows\\System32\\sru\\SRUDB.dat
0,0xb21550c02600,\\Windows\\System32\\eeprov.dll
0,0xb21550c02920,\\Endpoint
0,0xb21550c02ab0,\\Endpoint
0,0xb21550c02c40,\\Endpoint
0,0xb21550c030f0,\\Windows\\Registration\\{02D4B3F1-FD88-11D1-960D-00805FC79235}.{CAC2164B-00AD-4F3F-A034-4CED5541EB39}.crmlog
0,0xb21550c03280,\\Windows\\System32\\wpnsruprov.dll
0,0xb21550c03410,\\Windows\\System32\\sru\\SRUDB.jfm
0,0xb21550c035a0,\\Windows\\System32\\appsruprov.dll
0,0xb21550c03730,\\browser
0,0xb21550c038c0,\\Windows\\System32\\comsvcs.dll
0,0xb21550c03a50,\\Endpoint
0,0xb21550c03d70,\\Windows\\System32\\sru\\SRUDB.dat
0,0xb21550c04090,\\Winsock2\\CatalogChangeListener-820-0
0,0xb21550c043b0,\\Endpoint
0,0xb21550c04540,\\Endpoint
0,0xb21550c04860,\\Endpoint
0,0xb21550c049f0,\\Endpoint
0,0xb21550c04b80,\\Endpoint
0,0xb21550c04d10,\\Windows\\System32\\vfuprov.dll
0,0xb21550c04ea0,\\Windows\\System32\\nduprov.dll
0,0xb21550c051c0,\\Windows\\Registration\\R000000000006.clb
0,0xb21550c05350,\\Windows\\Fonts\\segoeuil.ttf
0,0xb21550c054e0,\\Windows\\System32\\NapiNSP.dll
0,0xb21550c05990,\\ProgramData\\Microsoft\\Windows Defender\\Scans\\mpcache-6D90B5A966E0C10FAF34C790FD47AD5EE2BC0DB3.bin.DB
0,0xb21550c05cb0,\\Endpoint
0,0xb21550c06160,\\$Directory
0,0xb21550c062f0,\\Windows\\System32\\en-US\\combase.dll.mui
0,0xb21550c06de0,\\Windows\\System32\\pnrpnsp.dll
0,0xb21550c07290,\\$Directory
0,0xb21550c075b0,\\Windows\\System32\\stdole2.tlb
0,0xb21550c07740,\\Windows\\System32\\en-US\\lsm.dll.mui
0,0xb21550c078d0,\\Users\\Patrick\\AppData\\Local\\Microsoft\\Windows\\Caches\\{3DA71D5A-20CC-432F-A115-DFE92379E91F}.3.ver0x000000000000001b.db
0,0xb21550c08230,\\Windows\\System32\\winevt\\Logs\\Microsoft-Windows-Bits-Client%4Operational.evtx
0,0xb21550c083c0,\\Windows\\System32\\localspl.dll
0,0xb21550c08550,\\Windows\\System32\\webplatstorageserver.dll
0,0xb21550c086e0,\\Windows\\System32\\ncuprov.dll
0,0xb21550c08870,\\ProgramData\\Microsoft\\Windows Defender\\Scans\\mpcache-6D90B5A966E0C10FAF34C790FD47AD5EE2BC0DB3.bin.E6
0,0xb21550c08a00,\\Windows\\System32\\en-US\\winhttp.dll.mui
0,0xb21550c08b90,\\Windows\\System32\\en-US\\KernelBase.dll.mui
0,0xb21550c08eb0,\\TestFiles\\sample1.csv
0,0xb21579452680,\\Windows\\System32\\drivers\\ws2ifsl.sys
0,0xb21579452c40,\\Windows\\System32\\drivers\\tdi.sys
0,0xb21579453650,\\Windows\\System32\\drivers\\tdx.sys
0,0xb21579453c10,\\Windows\\System32\\drivers\\netbt.sys
0,0xb215794541d0,\\$Directory
0,0xb21579454340,\\$Directory
0,0xb215794544b0,\\$Directory
0,0xb21579454790,\\Windows\\System32\\drivers\\crashdmp.sys
0,0xb215794551a0,\\Windows\\System32\\drivers\\dfsc.sys
0,0xb21579456a10,\\Windows\\System32\\DriverStore\\FileRepository\\umbus.inf_amd64_b78a9c5b6fd62c27\\umbus.sys
0,0xb21579456e60,\\Windows\\System32\\drivers\\afunix.sys
0,0xb21579457590,\\Windows\\System32\\drivers\\fastfat.sys
0,0xb21579457b50,\\Windows\\System32\\drivers\\kdnic.sys
0,0xb21579457cc0,\\$Directory
0,0xb215794583f0,\\Windows\\System32\\drivers\\vmmouse.sys
0,0xb21579459530,\\Windows\\System32\\drivers\\mouclass.sys
0,0xb215794596a0,\\Windows\\System32\\drivers\\vm3dmp_loader.sys
0,0xe38612076d40,\\Windows\\System32\\en-US\\AudioSrv.dll.mui
0,0xe386120a9940,\\Windows\\System32\\drivers\\vmmemctl.sys
0,0xe386126ec0c0,\\ProtectedPrefix\\Administrators
0,0xe386126ec570,\\Windows\\SysWOW64\\psapi.dll
0,0xe386126ec890,\\Windows\\SysWOW64\\bcryptprimitives.dll
0,0xe386126eced0,\\Windows\\SysWOW64\\comctl32.dll
0,0xe386126ed380,\\Windows\\SysWOW64\\imagehlp.dll
0,0xe386126ed9c0,\\ProtectedPrefix
0,0xe386126edce0,\\ProtectedPrefix
0,0xe386126ede70,\\Windows\\SysWOW64\\KernelBase.dll
0,0xe38612f450a0,\\$Extend\\$RmMetadata\\$TxfLog\\$TxfLog.blf
0,0xe38612f45380,\\$Extend\\$RmMetadata\\$Repair
0,0xe38612f45660,\\$MftMirr
0,0xe38612f45940,\\Windows\\System32\\drivers\\bam.sys
0,0xe38612f46070,\\$Extend\\$RmMetadata\\$Repair:$Verify:$DATA
0,0xe38612f464c0,\\$Extend\\$RmMetadata\\$Repair:$Corrupt:$DATA
0,0xe38612f46630,\\$LogFile
0,0xe38612f467a0,\\$Extend\\$UsnJrnl:$J:$DATA
0,0xe38612f46a80,\\$Extend\\$Deleted:$I30:$INDEX_ALLOCATION
0,0xe38612f46d60,\\Windows\\System32\\drivers\\beep.sys
0,0xe38612f46ed0,\\Device\\HarddiskVolume3\\$Extend\\$RmMetadata\\$TxfLog\\$TxfLog
0,0xe38612ff2680,\\Windows\\System32\\drivers\\ws2ifsl.sys
0,0xe38612ff2c40,\\Windows\\System32\\drivers\\tdi.sys
0,0xe38612ff3650,\\Windows\\System32\\drivers\\tdx.sys
0,0xe38612ff3c10,\\Windows\\System32\\drivers\\netbt.sys
0,0xe38612ff41d0,\\$Directory
0,0xe38612ff4340,\\$Directory
0,0xe38612ff44b0,\\$Directory
0,0xe38612ff4790,\\Windows\\System32\\drivers\\crashdmp.sys
0,0xe38612ff51a0,\\Windows\\System32\\drivers\\dfsc.sys
0,0xe38612ff6a10,\\Windows\\System32\\DriverStore\\FileRepository\\umbus.inf_amd64_b78a9c5b6fd62c27\\umbus.sys
0,0xe38612ff6e60,\\Windows\\System32\\drivers\\afunix.sys
0,0xe38612ff7590,\\Windows\\System32\\drivers\\fastfat.sys
0,0xe38612ff7b50,\\Windows\\System32\\drivers\\kdnic.sys
0,0xe38612ff7cc0,\\$Directory
0,0xe38612ff83f0,\\Windows\\System32\\drivers\\vmmouse.sys
0,0xe38612ff9530,\\Windows\\System32\\drivers\\mouclass.sys
0,0xe38612ff96a0,\\Windows\\System32\\drivers\\vm3dmp_loader.sys
0,0xe386150390b0,\\Windows\\System32\\DriverStore\\FileRepository\\basicdisplay.inf_amd64_62ba5773ba05edee\\BasicDisplay.sys
0,0xe38615039220,\\$Directory
0,0xe38615039950,\\Windows\\System32\\drivers\\rdbss.sys
0,0xe3861503a1f0,\\Windows\\System32\\drivers\\nsiproxy.sys
0,0xe3861503a920,\\Windows\\System32\\DriverStore\\FileRepository\\basicrender.inf_amd64_49a8589f00d970d9\\BasicRender.sys
0,0xe3861503ad70,\\$Directory
0,0xe3861503b1c0,\\Windows\\System32\\drivers\\npsvctrig.sys
0,0xe3861503b330,\\$Directory
0,0xe3861503b4a0,\\$Directory
0,0xe3861503c190,\\$Directory
0,0xe3861503c750,\\$Directory
0,0xe3861504e670,\\Windows\\System32\\drivers\\dxgkrnl.sys
0,0xe3861504eac0,\\Windows\\System32\\drivers\\winhvr.sys
0,0xe3861504f080,\\$Directory
0,0xe3861504f360,\\Windows\\System32\\drivers\\vmrawdsk.sys
0,0xe3861504f640,\\$Directory
0,0xe3861504fd70,\\Windows\\System32\\drivers\\ahcache.sys
0,0xe38615050330,\\Windows\\System32\\drivers\\watchdog.sys
0,0xe38615050610,\\Windows\\System32\\drivers\\Vid.sys
0,0xe38615051300,\\Windows\\System32\\drivers\\usbehci.sys
0,0xe38615051d10,\\Windows\\System32\\drivers\\kbdclass.sys
0,0xe38615051e80,\\Windows\\System32\\drivers\\usbuhci.sys
0,0xe386150710c0,\\Windows\\System32\\vertdll.dll
0,0xe38615071510,\\$Directory
0,0xe38615071680,\\Windows\\System32\\drivers\\stornvme.sys
0,0xe38615071960,\\Windows\\SysWOW64\\ntdll.dll
0,0xe38615072200,\\Windows\\System32\\drivers\\dumpfve.sys
0,0xe38615072650,\\Windows\\System32\\ntdll.dll
0,0xe38615072aa0,\\$Directory
0,0xe386150734b0,\\Windows\\System32\\drivers\\cdrom.sys
